steps,currentTime,done,speed,reward,gap,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
16,3944.025,0,0.0038275751285254955,4.588446888038982e-05,0.012131090927539008,10.395318984985352,852.2821044921875,4723.96533203125,0.0,0.0,1.0,1,256787,0.0004435687733348459,-0.0029764629434794188,0.0008213668479584157,-0.6097815036773682,-0.03611874580383301,0.0009529220988042653,0.0009269925649277866,0,5129.320284704183,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
17,3944.103,0,0.003969538025557995,4.758608807398071e-05,0.01218485184014102,10.395296096801758,852.2820434570312,5468.88720703125,4.031999588012695,0.0,1.0,1,256791,-0.0019525832030922174,-0.002969898283481598,0.0010587394936010242,-0.6097756624221802,-0.036280687898397446,0.00033449730835855007,0.0006842684233561158,0,5129.320284704183,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
18,3944.172,0,0.003369236132130027,4.038974309619058e-05,0.012195787934804853,10.395282745361328,852.2820434570312,6130.279296875,0.0,0.0,1.0,1,256795,-0.00016717785911168903,-0.0029775516595691442,-0.0019984517712146044,-0.6098002791404724,-0.036458857357501984,-0.0006154098664410412,0.0011929989559575915,0,5129.320284704183,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
19,3944.22,0,0.004104169085621834,4.919999732537383e-05,0.012190458298477667,10.395246505737305,852.2821044921875,6571.970703125,4.031999588012695,0.0,1.0,1,256799,-0.004501785151660442,-0.003067632671445608,0.00013143941760063171,-0.6097773313522339,-0.03654821962118149,0.003826996311545372,0.0005870419554412365,0,5129.320284704183,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
20,3944.274,0,0.003950986545532942,4.7363615569753184e-05,0.012205300141213059,10.395228385925293,852.2821044921875,7029.8251953125,0.0,0.0,1.0,1,256803,-0.003904709592461586,-0.0030496877152472734,-0.0012612537248060107,-0.6097905039787292,-0.036677032709121704,0.002392437309026718,0.0008018494700081646,0,5129.320284704183,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
21,3944.355,0,0.005171072203665972,6.198969540435925e-05,0.012216236235811676,10.395215034484863,852.2821044921875,6853.04443359375,4.031999588012695,0.0,0.0,1,256807,0.000355429423507303,-0.0027613788843154907,0.0028501939959824085,-0.6097767949104309,-0.036834798753261566,0.0024081915616989136,0.0005481897969730198,0,5129.320284704183,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
22,3944.421,0,0.003256526542827487,3.9038386380880146e-05,0.012262185652272026,10.395201683044434,852.2820434570312,6570.0419921875,0.0,0.0,0.0,1,256811,-0.00010810531239258125,-0.002825690433382988,-0.001979351509362459,-0.6097879409790039,-0.036990709602832794,-0.00011008392175426707,0.001085824565961957,0,5129.320284704183,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
23,3944.487,0,0.0038020701613277197,4.557829099915885e-05,0.012243576472438653,10.395181655883789,852.2821044921875,6300.380859375,4.031999588012695,0.0,0.0,1,256815,0.0015825219452381134,-0.0027077586855739355,-0.0006249084253795445,-0.6097816228866577,-0.03710668161511421,0.0013832309050485492,0.0010297797853127122,0,5129.320284704183,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
24,3944.538,0,0.0034985418897122145,4.193959695637656e-05,0.01226388636253857,10.395156860351562,852.2821044921875,6100.74462890625,0.0,0.0,0.0,1,256819,-0.0006671479786746204,-0.0027046622708439827,0.002302430337294936,-0.6097865700721741,-0.03722546994686127,-9.850331844063476e-05,0.0006034406833350658,0,5129.320284704183,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
25,3944.604,0,0.02391432225704193,0.00028667741973274833,0.012312594460757642,10.395011901855469,852.2822265625,4968.408203125,4.031999588012695,0.0,1.0,2,256823,-0.0257548950612545,-0.00998516846448183,0.02718982845544815,-0.6097840070724487,-0.03734394535422325,-0.0019574810285121202,-0.011027085594832897,0,5129.320284704183,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
26,3944.67,0,0.35224270820617676,0.00422232778705775,0.013015773810391743,10.386630058288574,852.29296875,4983.3486328125,0.0,0.0,1.0,2,256827,-0.22241418063640594,-0.05971498414874077,0.28616437315940857,-0.6098966002464294,-0.039027076214551926,0.00033371138852089643,-0.08898579329252243,0,5129.333671178145,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
27,3944.724,0,0.6342072486877441,0.00760165127438546,0.013931896687957237,10.370122909545898,852.31494140625,4975.6025390625,4.031999588012695,0.0,1.0,2,256831,-0.3817022144794464,-0.09164651483297348,0.5185432434082031,-0.6100229024887085,-0.04096304997801781,0.001509564695879817,-0.10649070143699646,0,5129.360787368991,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
28,3944.787,0,0.9801613092422485,0.011747718510812648,0.014504959500316555,10.339842796325684,852.357177734375,4938.29833984375,0.0,0.0,1.0,2,256835,-0.5758894085884094,-0.0987810492515564,0.8075491786003113,-0.610113263130188,-0.04299834743142128,0.002201672177761793,-0.0970735102891922,0,5129.4119305643835,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3339,0.0
29,3944.853,0,1.34604811668396,0.016132063986507204,0.015239732849112883,10.294404029846191,852.4207763671875,4894.97998046875,4.031999588012695,0.0,1.0,2,256839,-0.7943127751350403,-0.07764869928359985,1.1044524908065796,-0.6097525954246521,-0.04349004477262497,0.013809587806463242,-0.07387493550777435,0,5129.488473736012,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3339,0.0
30,3944.922,0,1.7302829027175903,0.020737082953996976,0.01520669167613258,10.231285095214844,852.5081176757812,4845.77734375,0.0,0.0,1.0,2,256843,-1.0235850811004639,-0.037050895392894745,1.415447473526001,-0.6084730625152588,-0.042967092245817184,0.02211819961667061,-0.03832494094967842,0,5129.593849313096,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3340,0.0
31,3944.973,0,2.0163414478302,0.024166141324520652,0.014856635255894568,10.174583435058594,852.5866088867188,4809.27587890625,4.031999588012695,0.0,1.0,2,256847,-1.1905734539031982,-0.0075650690123438835,1.647779941558838,-0.6074206829071045,-0.04298307001590729,0.02003561519086361,-0.01055948343127966,0,5129.691673545894,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3340,0.0
32,3945.039,0,2.3769664764404297,0.028489862566082196,0.01419252292252848,10.088769912719727,852.7056274414062,4776.02978515625,0.0,0.0,1.0,2,256851,-1.395532250404358,0.012846101075410843,1.9437477588653564,-0.6060808300971985,-0.0432317815721035,0.024088650941848755,0.012454738840460777,0,5129.83652205902,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3340,0.0
33,3945.105,0,2.720611810684204,0.03261228340840078,0.012886189669543179,9.989889144897461,852.8436889648438,4767.65283203125,4.031999588012695,0.0,1.0,2,256855,-1.5938621759414673,0.00572334136813879,2.2239882946014404,-0.6042676568031311,-0.04357186332345009,0.025256650522351265,0.013628732413053513,0,5130.006770548382,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3340,0.0
34,3945.159,0,2.999143123626709,0.03595468437833524,0.011681038130287993,9.899235725402832,852.9702758789062,4763.9013671875,0.0,0.0,1.0,2,256859,-1.7524099349975586,-0.0048482040874660015,2.453094244003296,-0.6029130220413208,-0.043799202889204025,0.02723768912255764,0.0091530317440629,0,5130.16020013456,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3340,0.0
35,3945.222,0,3.327453851699829,0.03989735937916173,0.009643061231287286,9.782777786254883,853.1337280273438,4753.63720703125,4.031999588012695,0.0,1.0,2,256863,-1.939009428024292,-0.010529749095439911,2.7234954833984375,-0.6009430289268494,-0.04448304697871208,0.03096623718738556,0.003561156801879406,0,5130.360654001066,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3340,0.0
36,3945.288,0,3.6749355792999268,0.044073727242270766,0.006938818049490573,9.648039817810059,853.3234252929688,4736.28466796875,0.0,0.0,1.0,2,256867,-2.1316072940826416,-0.009225836955010891,3.0128824710845947,-0.5988302826881409,-0.04461798444390297,0.036941368132829666,-0.00019442755728960037,0,5130.592686216405,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3340,0.0
37,3945.354,0,4.022979259490967,0.048263256960258384,0.0031056967553946477,9.500747680664062,853.5322875976562,4718.0009765625,4.031999588012695,0.0,1.0,2,256871,-2.326427936553955,-0.013170313090085983,3.301506519317627,-0.59617018699646,-0.04498417302966118,0.0389324426651001,-0.001499106758274138,0,5130.847372464603,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3340,0.0
38,3945.42,0,4.374079704284668,0.05247603140952297,-0.0029549168663722016,9.34049129486084,853.76025390625,4694.47021484375,0.0,0.0,1.0,2,256875,-2.517590045928955,-0.018052145838737488,3.5964770317077637,-0.593596875667572,-0.0449477918446064,0.0438588485121727,0.002681126119568944,0,5131.124712745659,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3341,0.0
39,3945.474,0,4.661838531494141,0.05588538069361548,-0.012158654558984492,9.200155258178711,853.96142578125,4674.73974609375,4.031999588012695,0.0,1.0,2,256879,-2.6736814975738525,-0.021245934069156647,3.838223934173584,-0.5910040140151978,-0.04522937536239624,0.047649357467889786,0.005110716912895441,0,5131.367728734505,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3341,0.0
40,3945.537,0,4.995800971984863,0.05982961703469615,-0.024019097196847215,9.025595664978027,854.2123413085938,4653.19189453125,0.0,0.0,1.0,2,256883,-2.8559610843658447,-0.02573508396744728,4.118400573730469,-0.5881584286689758,-0.04543958231806755,0.04668376222252846,-0.0005361504154279828,0,5131.671498720563,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3341,0.0
41,3945.603,0,5.351162433624268,0.06400760803955663,-0.03856006362991997,8.830711364746094,854.49462890625,4620.60595703125,4.031999588012695,0.0,1.0,2,256887,-3.044464349746704,-0.021105226129293442,4.420347213745117,-0.5846088528633118,-0.04617001861333847,0.05146508663892746,-0.002600085688754916,0,5132.011309213442,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3341,0.0
42,3945.672,0,5.722475051879883,0.06834977706202702,-0.05590650158037265,8.613585472106934,854.81103515625,4587.1083984375,0.0,0.0,1.0,2,256891,-3.2361397743225098,-0.02169531211256981,4.738981246948242,-0.5811985731124878,-0.04653756320476532,0.056490458548069,-0.0057881735265254974,0,5132.3947115574265,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3341,0.0
43,3945.723,0,5.99819278717041,0.07154211451741666,-0.07272172537722885,8.444784164428711,855.0591430664062,4558.68212890625,4.031999588012695,0.0,1.0,2,256895,-3.3782413005828857,-0.022791335359215736,4.97617769241333,-0.5781675577163696,-0.047297392040491104,0.05954202637076378,-0.007821556180715561,0,5132.694362628419,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3342,0.0
44,3945.792,0,6.375892162322998,0.07585562808411166,-0.10274293339453767,8.204687118530273,855.4141845703125,4512.09912109375,0.0,0.0,1.0,2,256899,-3.567788600921631,-0.016663754358887672,5.303986072540283,-0.5741528868675232,-0.04762149974703789,0.06275773048400879,-0.007653599604964256,0,5133.119297365978,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3342,0.0
45,3945.855,0,6.719367504119873,0.07973425379443062,-0.13366678552068575,7.97434663772583,855.7582397460938,4471.43212890625,4.031999588012695,0.0,1.0,2,256903,-3.7392303943634033,-0.01807950809597969,5.602557182312012,-0.5701327919960022,-0.047895774245262146,0.061218198388814926,-0.012838420458137989,0,5133.531188872497,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3342,0.0
46,3945.921,0,7.084108352661133,0.08380846510127683,-0.16951111853133455,7.721462726593018,856.1390380859375,4418.53271484375,0.0,0.0,1.0,2,256907,-3.9128546714782715,-0.016298890113830566,5.925595283508301,-0.5662503838539124,-0.04804311320185661,0.06274683028459549,-0.01749267987906933,0,5133.987015473045,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3342,0.0
47,3945.99,0,7.474012851715088,0.08805166702728286,-0.21895696806604487,7.4449028968811035,856.5603637695312,4349.43798828125,4.031999588012695,0.0,1.0,2,256911,-4.098719596862793,-0.01575920172035694,6.27033805847168,-0.5619514584541321,-0.04848167672753334,0.05810152366757393,-0.010801762342453003,0,5134.487120410544,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3343,0.0
48,3946.053,0,7.835055828094482,0.09190450674823875,-0.27008910151055227,7.181059837341309,856.9659423828125,4276.1474609375,0.0,0.0,1.0,2,256915,-4.2656474113464355,-0.012559416703879833,6.592728137969971,-0.5584937334060669,-0.048826560378074646,0.05179059877991676,-0.007359362207353115,0,5134.964228072262,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3343,0.0
49,3946.11,0,8.1675443649292,0.09539052017154516,-0.3207833457085798,6.9335737228393555,857.3507080078125,4198.13916015625,4.031999588012695,0.0,1.0,2,256919,-4.4137492179870605,-0.004164598416537046,6.893288612365723,-0.5557291507720947,-0.0494314506649971,0.04640861228108406,-0.00856333039700985,0,5135.417995215277,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3343,0.0
50,3946.17,0,8.525338172912598,0.099025551438858,-0.38456030360295956,6.66377067565918,857.7745361328125,4103.8134765625,0.0,0.0,1.0,2,256923,-4.567612171173096,0.003123394213616848,7.219507694244385,-0.5534427165985107,-0.04961463809013367,0.03431890904903412,-0.005902462638914585,0,5135.914324480633,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3344,0.0
51,3946.224,0,8.830545425415039,0.10199519108076871,-0.44972918805013723,6.413456439971924,858.1724853515625,4050.4990234375,4.031999588012695,0.0,1.0,2,256927,-4.696316719055176,0.011473939754068851,7.496630668640137,-0.5519593358039856,-0.049813538789749146,0.017577875405550003,-0.0018351759063079953,0,5136.377359182545,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3344,0.0
52,3946.287,0,9.121116638183594,0.10461511150829259,-0.5304491041870996,6.113284111022949,858.6536865234375,4091.173583984375,0.0,0.0,1.0,2,256931,-4.819928169250488,0.006098547950387001,7.758100986480713,-0.5515578985214233,-0.04947676509618759,0.002006236230954528,0.012311951257288456,0,5136.932726230501,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3344,0.0
53,3946.353,0,9.383700370788574,0.10671855503844759,-0.6272418319470158,5.790921211242676,859.173828125,4193.86474609375,4.031999588012695,0.0,1.0,2,256935,-4.947169303894043,0.0031618354842066765,7.987251281738281,-0.5514876842498779,-0.04882403835654259,-0.006042905617505312,0.026978589594364166,0,5137.532714858331,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3345,0.0
54,3946.422,0,9.64797592163086,0.10868216085051424,-0.7352371385123639,5.444688320159912,859.733154296875,4315.505859375,0.0,0.0,1.0,2,256939,-5.079831600189209,0.0036208408419042826,8.216127395629883,-0.5520195364952087,-0.04731656610965729,-0.005466168280690908,0.022457288578152657,0,5138.184533167398,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3345,0.0
55,3946.476,0,9.857009887695312,0.11017041006222589,-0.8231409608553147,5.167290687561035,860.181884765625,4409.5302734375,4.031999588012695,0.0,1.0,2,256943,-5.191845417022705,0.013545982539653778,8.39242172241211,-0.5521582961082458,-0.04646119847893715,-0.006394474301487207,0.01829342544078827,0,5138.687384048273,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3346,0.0
56,3946.539,0,10.098855018615723,0.11171880085382888,-0.9374784915822593,4.835659503936768,860.7171630859375,4524.0859375,0.0,0.0,1.0,2,256947,-5.326242446899414,0.02078494057059288,8.59362506866455,-0.5528112053871155,-0.045509807765483856,-0.010187321342527866,0.008792675100266933,0,5139.302818607597,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3346,0.0
57,3946.605,0,10.353443145751953,0.11326733248381247,-1.0599358214193337,4.479358196258545,861.2916870117188,4642.525390625,4.031999588012695,0.0,1.0,2,256951,-5.469470977783203,0.02972615510225296,8.804553031921387,-0.5533022284507751,-0.045745849609375,-0.010185234248638153,-0.004032679833471775,0,5139.9573828600405,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3346,0.0
58,3946.656,0,10.55330753326416,0.11438043153573849,-1.1616508686769613,4.197365760803223,861.7452392578125,4729.90576171875,0.0,0.0,1.0,2,256955,-5.57865047454834,0.04107070714235306,8.971933364868164,-0.5539343953132629,-0.045689281076192856,-0.009337168186903,-0.0038232498336583376,0,5140.480141830398,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3347,0.0
59,3946.722,0,10.80943489074707,0.1156495115536378,-1.3010584991233594,3.8243823051452637,862.3447875976562,4847.625,4.031999588012695,0.0,1.0,2,256959,-5.722153663635254,0.04535892605781555,9.184237480163574,-0.5543650388717651,-0.046261418610811234,-0.009810157120227814,-0.0026995856314897537,0,5141.162165516609,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3347,0.0
60,3946.77,0,10.9957914352417,0.11651165789321571,-1.4039770962012026,3.5470075607299805,862.78955078125,4933.34375,0.0,0.0,1.0,2,256963,-5.82590913772583,0.0411209799349308,9.339343070983887,-0.5549718141555786,-0.046740639954805374,-0.009987853467464447,-0.0010571170132607222,0,5141.665702883329,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3347,0.0
61,3946.839,0,11.266219139099121,0.11753596797992834,-1.5673990955827577,3.139712333679199,863.442138671875,5052.9013671875,4.031999588012695,0.0,1.0,2,256967,-5.97725772857666,0.048887528479099274,9.563494682312012,-0.5554344058036804,-0.04765583202242851,-0.010239945724606514,-0.0016549364663660526,0,5142.40333192292,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3348,0.0
62,3946.905,0,11.522871017456055,0.11836693563728375,-1.727652469773455,2.740307331085205,864.0806884765625,5171.546875,0.0,0.0,1.0,2,256971,-6.115693092346191,0.05584752559661865,9.779605865478516,-0.5561779737472534,-0.04823591187596321,-0.006727972067892551,-0.006181863136589527,0,5143.129977189004,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3348,0.0
63,3946.953,0,11.708788871765137,0.11879941743824686,-1.8538252983002623,2.444215774536133,864.5541381835938,5260.4345703125,4.031999588012695,0.0,1.0,2,256975,-6.21778678894043,0.057954635471105576,9.934981346130371,-0.5564063787460327,-0.04892219230532646,-0.0051122866570949554,-0.01227374467998743,0,5143.66715236209,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3349,0.0
64,3947.022,0,11.98031997680664,0.11931474737206763,-2.0407712312312527,2.0097384452819824,865.2477416992188,5383.22265625,0.0,0.0,1.0,2,256979,-6.365155220031738,0.06529582291841507,10.163337707519531,-0.5569877624511719,-0.04908366501331329,-0.004928406327962875,-0.016547026112675667,0,5144.44219488019,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3349,0.0
65,3947.073,0,12.1824369430542,0.1195537181164499,-2.18638728233982,1.6821719408035278,865.7706298828125,5473.7822265625,4.031999588012695,0.0,1.0,2,256983,-6.477501392364502,0.06952034682035446,10.331514358520508,-0.5572078824043274,-0.04953842610120773,-0.006537579465657473,-0.01346980594098568,0,5145.020215961005,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3350,0.0
66,3947.136,0,12.432971000671387,0.11965398484247435,-2.376074645713163,1.2694727182388306,866.4284057617188,5584.5625,0.0,0.0,1.0,2,256987,-6.6133599281311035,0.07804514467716217,10.541935920715332,-0.5578253865242004,-0.049697067588567734,-0.006040138192474842,-0.00839552003890276,0,5145.764366616117,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3350,0.0
67,3947.19,0,12.646791458129883,0.11959446166835545,-2.5434938130908162,0.9090690016746521,867.0028076171875,5678.251953125,4.031999588012695,0.0,1.0,2,256991,-6.731749057769775,0.08765389025211334,10.7199125289917,-0.5580630302429199,-0.05005645379424095,-0.007186444941908121,-0.005753699224442244,0,5146.392501163558,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3351,0.0
68,3947.238,0,12.834729194641113,0.1193270331824361,-2.702800863748746,0.5832094550132751,867.5213012695312,5763.00146484375,0.0,0.0,1.0,2,256995,-6.835955619812012,0.0916786715388298,10.876233100891113,-0.5585719347000122,-0.04997174069285393,-0.009231356903910637,-0.005410939455032349,0,5146.975670888205,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3351,0.0
69,3947.292,0,13.04546070098877,0.11891245151004104,-2.884764115610868,0.2108180671930313,868.1137084960938,5856.71875,4.031999588012695,0.0,1.0,2,256999,-6.953327655792236,0.09775073081254959,11.051237106323242,-0.5589746236801147,-0.050216060131788254,-0.009772662073373795,-0.007043279707431793,0,5147.610327051167,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3351,0.0
70,3947.352,0,13.278910636901855,0.11818714701433486,-3.0996353356054014,-0.21052294969558716,868.7828369140625,5958.96875,0.0,0.0,1.0,2,257003,-7.081295967102051,0.10597532242536545,11.246478080749512,-0.5596706867218018,-0.050252240151166916,-0.007810682523995638,-0.008475921116769314,0,5148.3839965975785,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3352,0.0
71,3947.406,0,13.48795223236084,0.11735830402573041,-3.2990273094117555,-0.5961692929267883,869.3951416015625,6050.48779296875,4.031999588012695,0.0,1.0,2,257007,-7.198619842529297,0.10905620455741882,11.419516563415527,-0.5600087642669678,-0.05042583867907524,-0.008657395839691162,-0.005553189665079117,0,5149.03169599158,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3352,0.0
