steps,currentTime,done,speed,reward,gap,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
52,4550.061,0,8.569201469421387,0.0991855935580732,-0.4253399908952714,-22.080808639526367,880.1354370117188,4115.1123046875,0.0,0.0,1.0,2,296539,-7.1596198081970215,0.04301542043685913,4.740504741668701,-0.9739164113998413,-0.05705977976322174,0.04072356969118118,-0.011103079654276371,0,5172.466949740832,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3368,0.0
53,4550.127,0,8.935111045837402,0.10261342080005285,-0.5157083920230265,-22.563007354736328,880.4570922851562,4057.379638671875,4.031999588012695,0.0,1.0,2,296543,-7.43370246887207,0.05312715470790863,4.983638286590576,-0.9720630645751953,-0.05756106600165367,0.011796915903687477,0.011848603375256062,0,5173.040165420738,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3368,0.0
54,4550.193,0,9.218165397644043,0.10497646973674504,-0.6119997626019307,-23.061256408691406,880.7926635742188,4124.466796875,0.0,0.0,1.0,2,296547,-7.645604610443115,0.06014843285083771,5.1705827713012695,-0.9718466997146606,-0.05726441368460655,0.0009446734329685569,0.022064674645662308,0,5173.621962173696,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3368,0.0
55,4550.247,0,9.427319526672363,0.10652237570361307,-0.7006719776248934,-23.47878074645996,881.07568359375,4211.58740234375,4.031999588012695,0.0,1.0,2,296551,-7.809621334075928,0.07104921340942383,5.299950122833252,-0.971676230430603,-0.056021351367235184,-0.002224585274234414,0.03166062757372856,0,5174.114859009831,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3369,0.0
56,4550.31,0,9.661195755004883,0.1081047060849486,-0.8104217297381583,-23.97702407836914,881.4141235351562,4329.6611328125,0.0,0.0,1.0,2,296555,-7.998007774353027,0.06191311776638031,5.439022064208984,-0.9719493985176086,-0.05370895564556122,-0.0040833307430148125,0.020921126008033752,0,5174.704550349998,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3369,0.0
57,4550.361,0,9.855148315429688,0.10937771491135824,-0.9014643503526689,-24.389249801635742,881.6943969726562,4419.17529296875,4.031999588012695,0.0,1.0,2,296559,-8.161942481994629,0.05929971858859062,5.5437116622924805,-0.97206711769104,-0.053322933614254,-0.005480580031871796,0.007565070874989033,0,5175.195730971522,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3369,0.0
58,4550.427,0,10.114108085632324,0.110932265513586,-1.0319280183319683,-24.93555450439453,882.0650024414062,4525.984375,0.0,0.0,1.0,2,296563,-8.379733085632324,0.07792437821626663,5.683749198913574,-0.9725552797317505,-0.05316245183348656,-0.004729371052235365,0.010838058777153492,0,5175.8242087618855,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3370,0.0
59,4550.475,0,10.297883033752441,0.1119330649586302,-1.1304781194584084,-25.34170913696289,882.3403930664062,4610.62646484375,4.031999588012695,0.0,1.0,2,296567,-8.534960746765137,0.09132584184408188,5.781630516052246,-0.9726704955101013,-0.0535874143242836,-0.004917108453810215,0.010263952426612377,0,5176.307838039123,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3370,0.0
60,4550.526,0,10.490073204040527,0.11290878221090227,-1.2366068363171676,-25.781452178955078,882.637939453125,4705.1064453125,0.0,0.0,1.0,2,296571,-8.69760799407959,0.10024570673704147,5.883747100830078,-0.9730797410011292,-0.05369705706834793,-0.007512745913118124,-0.0006811034400016069,0,5176.815494320908,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3370,0.0
61,4550.592,0,10.741659164428711,0.11398126156381111,-1.3888588514088147,-26.36273193359375,883.0309448242188,4822.51904296875,4.031999588012695,0.0,1.0,2,296575,-8.911723136901855,0.10502123832702637,6.016984939575195,-0.9734655618667603,-0.054698508232831955,-0.008444623090326786,-0.011969195678830147,0,5177.488593691145,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3371,0.0
62,4550.643,0,10.937338829040527,0.11474557036605595,-1.5088218295490126,-26.821744918823242,883.3406372070312,4913.146484375,0.0,0.0,1.0,2,296579,-9.076148986816406,0.1083006039261818,6.122577667236328,-0.9740633368492126,-0.055045969784259796,-0.009623926132917404,-0.016077904030680656,0,5178.013755361957,0.0,0.0,1.0,-1.0,-0.1,0.5,-1.0,3371,0.0
63,4550.697,0,11.147202491760254,0.11545958184479081,-1.6422818254054516,-27.31682014465332,883.674560546875,5003.0546875,4.031999588012695,0.0,1.0,2,296583,-9.253045082092285,0.12033843994140625,6.235982894897461,-0.9744524359703064,-0.05600693076848984,-0.007585355080664158,-0.018298007547855377,0,5178.593149414461,0.0,0.013333334028720856,1.0,-1.0,0.1,0.5,-1.0,3372,0.0
